出版社,年級,學期,課次,生字
康軒,1,1,2,是
康軒,1,1,2,誰
康軒,1,1,2,的
康軒,1,1,2,我
康軒,1,1,2,分
康軒,1,1,2,好
康軒,1,1,2,了
康軒,1,1,2,啊
康軒,1,1,2,多
康軒,1,1,2,個
康軒,1,1,3,秋
康軒,1,1,3,千
康軒,1,1,3,和
康軒,1,1,3,玩
康軒,1,1,3,陪
康軒,1,1,3,高
康軒,1,1,3,山
康軒,1,1,3,到
康軒,1,1,3,大
康軒,1,1,3,海
康軒,1,1,3,朋
康軒,1,1,3,友
康軒,1,1,3,們
康軒,1,1,3,起
康軒,1,1,4,子
康軒,1,1,4,小
康軒,1,1,4,課
康軒,1,1,4,兩
康軒,1,1,4,人
康軒,1,1,4,拉
康軒,1,1,4,看
康軒,1,1,4,找
康軒,1,1,4,隻
康軒,1,1,4,青
康軒,1,1,4,蛙
康軒,1,1,4,開
康軒,1,1,4,心
康軒,1,1,5,比
康軒,1,1,5,門
康軒,1,1,5,裡
康軒,1,1,5,外
康軒,1,1,5,有
康軒,1,1,5,什
康軒,1,1,5,麼
康軒,1,1,5,不
康軒,1,1,5,同
康軒,1,1,5,早
康軒,1,1,5,晚
康軒,1,1,5,王
康軒,1,1,5,主
康軒,1,1,5,又
康軒,1,1,6,路
康軒,1,1,6,長
康軒,1,1,6,白
康軒,1,1,6,花
康軒,1,1,6,紅
康軒,1,1,6,走
康軒,1,1,6,在
康軒,1,1,6,向
康軒,1,1,6,說
康軒,1,1,6,朵
康軒,1,1,6,從
康軒,1,1,6,頭
康軒,1,1,6,那
康軒,1,2,1,要
康軒,1,2,1,靜
康軒,1,2,1,天
康軒,1,2,1,空
康軒,1,2,1,雲
康軒,1,2,1,水
康軒,1,2,1,蟲
康軒,1,2,1,鳥
康軒,1,2,1,草
康軒,1,2,1,先
康軒,1,2,1,完
康軒,1,2,1,再
康軒,1,2,1,去
康軒,1,2,2,園
康軒,1,2,2,聽
康軒,1,2,2,沒
康軒,1,2,2,正
康軒,1,2,2,唱
康軒,1,2,2,著
康軒,1,2,2,輕
康軒,1,2,2,快
康軒,1,2,2,歌
康軒,1,2,2,出
康軒,1,2,2,新
康軒,1,2,2,芽
康軒,1,2,2,聞
康軒,1,2,2,身
康軒,1,2,2,香
康軒,1,2,2,呢
康軒,1,2,3,媽
康軒,1,2,3,音
康軒,1,2,3,樂
康軒,1,2,3,會
康軒,1,2,3,始
康軒,1,2,3,來
康軒,1,2,3,重
康軒,1,2,3,短
康軒,1,2,3,陣
康軒,1,2,3,過
康軒,1,2,3,後
康軒,1,2,3,吃
康軒,1,2,3,菜
康軒,1,2,3,就
康軒,1,2,3,桌
康軒,1,2,3,真
康軒,1,2,4,鞋
康軒,1,2,4,回
康軒,1,2,4,家
康軒,1,2,4,把
康軒,1,2,4,脫
康軒,1,2,4,爸
康軒,1,2,4,靠
康軒,1,2,4,見
康軒,1,2,4,像
康軒,1,2,4,船
康軒,1,2,4,港
康軒,1,2,4,口
康軒,1,2,4,享
康軒,1,2,4,受
康軒,1,2,4,溫
康軒,1,2,4,暖
康軒,1,2,5,種
康軒,1,2,5,問
康軒,1,2,5,怎
康軒,1,2,5,做
康軒,1,2,5,它
康軒,1,2,5,才
康軒,1,2,5,需
康軒,1,2,5,於
康軒,1,2,5,澆
康軒,1,2,5,陽
康軒,1,2,5,光
康軒,1,2,5,放
康軒,1,2,5,院
康軒,1,2,5,公
康軒,1,2,5,話
康軒,1,2,5,伴
康軒,1,2,6,奶
康軒,1,2,6,跟
康軒,1,2,6,班
康軒,1,2,6,床
康軒,1,2,6,弟
康軒,1,2,6,她
康軒,1,2,6,酒
康軒,1,2,6,拿
康軒,1,2,6,卡
康軒,1,2,6,片
康軒,1,2,6,給
康軒,1,2,6,寫
康軒,1,2,6,喜
康軒,1,2,6,歡
康軒,1,2,6,您
康軒,1,2,6,都
康軒,1,2,7,作
康軒,1,2,7,夢
康軒,1,2,7,躺
康軒,1,2,7,自
康軒,1,2,7,己
康軒,1,2,7,變
康軒,1,2,7,成
康軒,1,2,7,棉
康軒,1,2,7,糖
康軒,1,2,7,黑
康軒,1,2,7,鵝
康軒,1,2,7,得
康軒,1,2,7,更
康軒,1,2,7,漂
康軒,1,2,7,亮
康軒,1,2,8,妹
康軒,1,2,8,雨
康軒,1,2,8,雙
康軒,1,2,8,穿
康軒,1,2,8,滴
康軒,1,2,8,遊
康軒,1,2,8,戲
康軒,1,2,8,顆
康軒,1,2,8,珍
康軒,1,2,8,珠
康軒,1,2,8,落
康軒,1,2,8,面
康軒,1,2,8,魚
康軒,1,2,8,缸
康軒,1,2,8,金
康軒,1,2,8,游
康軒,1,2,9,彩
康軒,1,2,9,虹
康軒,1,2,9,太
康軒,1,2,9,國
康軒,1,2,9,掃
康軒,1,2,9,除
康軒,1,2,9,洗
康軒,1,2,9,淨
康軒,1,2,9,馬
康軒,1,2,9,低
康軒,1,2,9,刷
康軒,1,2,9,樹
康軒,1,2,9,葉
康軒,1,2,9,很
康軒,1,2,9,認
康軒,1,2,9,送
康軒,1,2,10,地
康軒,1,2,10,化
康軒,1,2,10,趣
康軒,1,2,10,線
康軒,1,2,10,風
康軒,1,2,10,箏
康軒,1,2,10,升
康軒,1,2,10,神
康軒,1,2,10,奇
康軒,1,2,10,跑
康軒,1,2,10,跳
康軒,1,2,10,笑
康軒,1,2,10,每
康軒,1,2,10,件
康軒,1,2,10,事
康軒,1,2,10,情
康軒,1,2,11,生
康軒,1,2,11,日
康軒,1,2,11,今
康軒,1,2,11,記
康軒,1,2,11,時
康軒,1,2,11,知
康軒,1,2,11,道
康軒,1,2,11,嗎
康軒,1,2,11,學
康軒,1,2,11,收
康軒,1,2,11,張
康軒,1,2,11,祝
康軒,1,2,11,福
康軒,1,2,11,第
康軒,1,2,11,次
康軒,1,2,11,謝
康軒,1,2,12,想
康軒,1,2,12,燈
康軒,1,2,12,前
康軒,1,2,12,點
康軒,1,2,12,半
康軒,1,2,12,清
康軒,1,2,12,楚
康軒,1,2,12,停
康軒,1,2,12,休
康軒,1,2,12,息
康軒,1,2,12,兒
康軒,1,2,12,吧
康軒,1,2,12,幫
康軒,1,2,12,加
康軒,1,2,12,油
康軒,1,2,12,慢
康軒,2,1,1,年
康軒,2,1,1,希
康軒,2,1,1,望
康軒,2,1,1,坐
康軒,2,1,1,位
康軒,2,1,1,本
康軒,2,1,1,淡
康軒,2,1,1,書
康軒,2,1,1,老
康軒,2,1,1,師
康軒,2,1,1,以
康軒,2,1,1,為
康軒,2,1,1,故
康軒,2,1,1,用
康軒,2,1,1,力
康軒,2,1,1,只
康軒,2,1,1,現
康軒,2,1,1,還
康軒,2,1,1,聲
康軒,2,1,1,矮
康軒,2,1,2,全
康軒,2,1,2,蛋
康軒,2,1,2,煎
康軒,2,1,2,圓
康軒,2,1,2,番
康軒,2,1,2,茄
康軒,2,1,2,切
康軒,2,1,2,輪
康軒,2,1,2,司
康軒,2,1,2,夾
康軒,2,1,2,吐
康軒,2,1,2,中
康軒,2,1,2,方
康軒,2,1,2,城
康軒,2,1,2,堡
康軒,2,1,2,接
康軒,2,1,2,畫
康軒,2,1,2,臉
康軒,2,1,2,餐
康軒,2,1,2,醬
康軒,2,1,3,巷
康軒,2,1,3,叔
康軒,2,1,3,貓
康軒,2,1,3,屋
康軒,2,1,3,捧
康軒,2,1,3,蝴
康軒,2,1,3,蝶
康軒,2,1,3,忙
康軒,2,1,3,娶
康軒,2,1,3,娘
康軒,2,1,3,黃
康軒,2,1,3,筆
康軒,2,1,3,打
康軒,2,1,3,扮
康軒,2,1,3,樣
康軒,2,1,3,越
康軒,2,1,3,美
康軒,2,1,3,麗
康軒,2,1,3,牆
康軒,2,1,3,模
康軒,2,1,4,運
康軒,2,1,4,動
康軒,2,1,4,飄
康軒,2,1,4,熱
康軒,2,1,4,鬧
康軒,2,1,4,舞
康軒,2,1,4,哇
康軒,2,1,4,往
康軒,2,1,4,容
康軒,2,1,4,步
康軒,2,1,4,汗
康軒,2,1,4,腳
康軒,2,1,4,協
康軒,2,1,4,聲
康軒,2,1,4,河
康軒,2,1,4,氣
康軒,2,1,4,最
康軒,2,1,4,可
康軒,2,1,4,賽
康軒,2,1,4,拔
康軒,2,1,5,竹
康軒,2,1,5,籃
康軒,2,1,5,鄉
康軒,2,1,5,南
康軒,2,1,5,暑
康軒,2,1,5,假
康軒,2,1,5,帶
康軒,2,1,5,等
康軒,2,1,5,跨
康軒,2,1,5,划
康軒,2,1,5,吹
康軒,2,1,5,邊
康軒,2,1,5,叫
康軒,2,1,5,原
康軒,2,1,5,近
康軒,2,1,5,捕
康軒,2,1,5,活
康軒,2,1,5,識
康軒,2,1,5,碗
康軒,2,1,5,轉
康軒,2,1,6,鎮
康軒,2,1,6,餅
康軒,2,1,6,節
康軒,2,1,6,因
康軒,2,1,6,此
康軒,2,1,6,進
康軒,2,1,6,排
康軒,2,1,6,遠
康軒,2,1,6,色
康軒,2,1,6,愛
康軒,2,1,6,月
康軒,2,1,6,乾
康軒,2,1,6,甜
康軒,2,1,6,客
康軒,2,1,6,買
康軒,2,1,6,親
康軒,2,1,6,如
康軒,2,1,6,意
康軒,2,1,6,柿
康軒,2,1,6,埔
康軒,2,1,7,衣
康軒,2,1,7,胖
康軒,2,1,7,針
康軒,2,1,7,簡
康軒,2,1,7,單
康軒,2,1,7,聰
康軒,2,1,7,明
康軒,2,1,7,臣
康軒,2,1,7,敢
康軒,2,1,7,東
康軒,2,1,7,西
康軒,2,1,7,直
康軒,2,1,7,棒
康軒,2,1,7,街
康軒,2,1,7,滿
康軒,2,1,7,眼
康軒,2,1,7,哪
康軒,2,1,7,思
康軒,2,1,7,裳
康軒,2,1,7,慌
康軒,2,1,8,渴
康軒,2,1,8,烏
康軒,2,1,8,喝
康軒,2,1,8,瓶
康軒,2,1,8,法
康軒,2,1,8,森
康軒,2,1,8,林
康軒,2,1,8,物
康軒,2,1,8,旅
康軒,2,1,8,行
康軒,2,1,8,午
康軒,2,1,8,裝
康軒,2,1,8,許
康軒,2,1,8,石
康軒,2,1,8,難
康軒,2,1,8,忘
康軒,2,1,8,哈
康軒,2,1,8,但
康軒,2,1,8,熊
康軒,2,1,8,鴉
康軒,2,1,9,象
康軒,2,1,9,操
康軒,2,1,9,粗
康軒,2,1,9,腿
康軒,2,1,9,柱
康軒,2,1,9,砍
康軒,2,1,9,幾
康軒,2,1,9,部
康軒,2,1,9,搖
康軒,2,1,9,沖
康軒,2,1,9,首
康軒,2,1,9,牽
康軒,2,1,9,沉
康軒,2,1,9,少
康軒,2,1,9,沿
康軒,2,1,9,然
康軒,2,1,9,紀
康軒,2,1,9,竟
康軒,2,1,9,曹
康軒,2,1,9,秤
康軒,2,1,10,雪
康軒,2,1,10,梨
康軒,2,1,10,夜
康軒,2,1,10,卻
康軒,2,1,10,冷
康軒,2,1,10,冬
康軒,2,1,10,臺
康軒,2,1,10,季
康軒,2,1,10,相
康軒,2,1,10,反
康軒,2,1,10,煙
康軒,2,1,10,火
康軒,2,1,10,待
康軒,2,1,10,雖
康軒,2,1,10,春
康軒,2,1,10,貨
康軒,2,1,10,期
康軒,2,1,10,飯
康軒,2,1,10,灣
康軒,2,1,10,綻
康軒,2,1,11,皮
康軒,2,1,11,具
康軒,2,1,11,飛
康軒,2,1,11,者
康軒,2,1,11,洋
康軒,2,1,11,寒
康軒,2,1,11,北
康軒,2,1,11,嘴
康軒,2,1,11,伸
康軒,2,1,11,飽
康軒,2,1,11,沙
康軒,2,1,11,急
康軒,2,1,11,服
康軒,2,1,11,站
康軒,2,1,11,翅
康軒,2,1,11,膀
康軒,2,1,11,充
康軒,2,1,11,念
康軒,2,1,11,戴
康軒,2,1,11,扁
康軒,2,1,12,灰
康軒,2,1,12,涼
康軒,2,1,12,牠
康軒,2,1,12,鼓
康軒,2,1,12,絡
康軒,2,1,12,欣
康軒,2,1,12,發
康軒,2,1,12,居
康軒,2,1,12,冒
康軒,2,1,12,冰
康軒,2,1,12,圍
康軒,2,1,12,咪
康軒,2,1,12,幸
康軒,2,1,12,團
康軒,2,1,12,聚
康軒,2,1,12,愉
康軒,2,1,12,鍋
康軒,2,1,12,妙
康軒,2,1,12,聊
康軒,2,2,1,顏
康軒,2,2,1,池
康軒,2,2,1,塘
康軒,2,2,1,藍
康軒,2,2,1,田
康軒,2,2,1,洞
康軒,2,2,1,綠
康軒,2,2,1,蜜
康軒,2,2,1,蜂
康軒,2,2,1,窩
康軒,2,2,1,粉
康軒,2,2,1,桃
康軒,2,2,1,興
康軒,2,2,1,處
康軒,2,2,1,景
康軒,2,2,1,鼠
康軒,2,2,1,燕
康軒,2,2,2,裳
康軒,2,2,2,驚
康軒,2,2,2,所
康軒,2,2,2,躲
康軒,2,2,2,房
康軒,2,2,2,間
康軒,2,2,2,討
康軒,2,2,2,論
康軒,2,2,2,指
康軒,2,2,2,裙
康軒,2,2,2,而
康軒,2,2,2,且
康軒,2,2,2,紫
康軒,2,2,2,將
康軒,2,2,2,工
康軒,2,2,2,合
康軒,2,2,2,貼
康軒,2,2,2,候
康軒,2,2,2,剪
康軒,2,2,2,慶
康軒,2,2,3,座
康軒,2,2,3,對
康軒,2,2,3,微
康軒,2,2,3,表
康軒,2,2,3,各
康軒,2,2,3,突
康軒,2,2,3,強
康軒,2,2,3,被
康軒,2,2,3,綻
康軒,2,2,3,特
康軒,2,2,3,舌
康軒,2,2,3,賞
康軒,2,2,3,果
康軒,2,2,3,定
康軒,2,2,3,互
康軒,2,2,3,換
康軒,2,2,3,共
康軒,2,2,3,漸
康軒,2,2,3,壞
康軒,2,2,3,融
康軒,2,2,4,散
康軒,2,2,4,芒
康軒,2,2,4,透
康軒,2,2,4,暗
康軒,2,2,4,照
康軒,2,2,4,掛
康軒,2,2,4,角
康軒,2,2,4,揚
康軒,2,2,4,星
康軒,2,2,4,閃
康軒,2,2,4,晶
康軒,2,2,4,當
康軒,2,2,4,睡
康軒,2,2,4,悄
康軒,2,2,4,常
康軒,2,2,4,旁
康軒,2,2,4,臂
康軒,2,2,4,永
康軒,2,2,4,窗
康軒,2,2,4,避
康軒,2,2,5,剛
康軒,2,2,5,品
康軒,2,2,5,爺
康軒,2,2,5,採
康軒,2,2,5,蕉
康軒,2,2,5,軍
康軒,2,2,5,告
康軒,2,2,5,訴
康軒,2,2,5,辛
康軒,2,2,5,苦
康軒,2,2,5,流
康軒,2,2,5,堅
康軒,2,2,5,固
康軒,2,2,5,安
康軒,2,2,5,寶
康軒,2,2,5,貝
康軒,2,2,5,幅
康軒,2,2,5,管
康軒,2,2,5,機
康軒,2,2,5,蓋
康軒,2,2,6,教
康軒,2,2,6,室
康軒,2,2,6,棵
康軒,2,2,6,及
康軒,2,2,6,終
康軒,2,2,6,立
康軒,2,2,6,刻
康軒,2,2,6,抱
康軒,2,2,6,並
康軒,2,2,6,猜
康軒,2,2,6,文
康軒,2,2,6,借
康軒,2,2,6,枝
康軒,2,2,6,鉛
康軒,2,2,6,校
康軒,2,2,6,車
康軒,2,2,6,哥
康軒,2,2,6,牛
康軒,2,2,6,騎
康軒,2,2,6,踏
康軒,2,2,7,久
康軒,2,2,7,條
康軒,2,2,7,祕
康軒,2,2,7,兔
康軒,2,2,7,其
康軒,2,2,7,猴
康軒,2,2,7,病
康軒,2,2,7,探
康軒,2,2,7,體
康軒,2,2,7,惜
康軒,2,2,7,無
康軒,2,2,7,辦
康軒,2,2,7,之
康軒,2,2,7,請
康軒,2,2,7,鼻
康軒,2,2,7,吸
康軒,2,2,7,模
康軒,2,2,7,度
康軒,2,2,7,挖
康軒,2,2,7,坑
康軒,2,2,8,狗
康軒,2,2,8,雞
康軒,2,2,8,經
康軒,2,2,8,怪
康軒,2,2,8,羊
康軒,2,2,8,鴨
康軒,2,2,8,信
康軒,2,2,8,錯
康軒,2,2,8,睛
康軒,2,2,8,仔
康軒,2,2,8,細
康軒,2,2,8,能
康軒,2,2,8,消
康軒,2,2,8,傳
康軒,2,2,8,嚇
康軒,2,2,8,忍
康軒,2,2,8,住
康軒,2,2,8,顧
康軒,2,2,8,議
康軒,2,2,8,鴕
康軒,2,2,9,良
康軒,2,2,9,孩
康軒,2,2,9,錢
康軒,2,2,9,醒
康軒,2,2,9,尾
康軒,2,2,9,巴
康軒,2,2,9,村
康軒,2,2,9,貪
康軒,2,2,9,皇
康軒,2,2,9,帝
康軒,2,2,9,派
康軒,2,2,9,抓
康軒,2,2,9,銀
康軒,2,2,9,准
康軒,2,2,9,島
康軒,2,2,9,元
康軒,2,2,9,波
康軒,2,2,9,浪
康軒,2,2,9,艘
康軒,2,2,9,掀
康軒,2,2,10,熊
康軒,2,2,10,朝
康軒,2,2,10,踮
康軒,2,2,10,尖
康軒,2,2,10,木
康軒,2,2,10,架
康軒,2,2,10,些
康軒,2,2,10,足
康軒,2,2,10,蹈
康軒,2,2,10,轉
康軒,2,2,10,趕
康軒,2,2,10,耳
康軒,2,2,10,啄
康軒,2,2,10,袋
康軒,2,2,10,鼠
康軒,2,2,10,摸
康軒,2,2,10,讀
康軒,2,2,10,琅
康軒,2,2,10,邀
康軒,2,2,10,蹦
康軒,2,2,11,圖
康軒,2,2,11,館
康軒,2,2,11,參
康軒,2,2,11,題
康軒,2,2,11,士
康軒,2,2,11,講
康軒,2,2,11,甲
康軒,2,2,11,形
康軒,2,2,11,志
康軒,2,2,11,約
康軒,2,2,11,數
康軒,2,2,11,迎
康軒,2,2,11,交
康軒,2,2,11,令
康軒,2,2,11,世
康軒,2,2,11,界
康軒,2,2,11,顯
康軒,2,2,11,庫
康軒,2,2,11,索
康軒,2,2,11,奧
康軒,2,2,12,巨
康軒,2,2,12,累
康軒,2,2,12,髮
康軒,2,2,12,根
康軒,2,2,12,牆
康軒,2,2,12,狂
康軒,2,2,12,呼
康軒,2,2,12,差
康軒,2,2,12,睜
康軒,2,2,12,緊
康軒,2,2,12,餓
康軒,2,2,12,百
康軒,2,2,12,食
康軒,2,2,12,桶
康軒,2,2,12,倒
康軒,2,2,12,量
康軒,2,2,12,底
康軒,3,1,1,字
康軒,3,1,1,舟
康軒,3,1,1,灑
康軒,3,1,1,載
康軒,3,1,1,讓
康軒,3,1,1,愁
康軒,3,1,1,嘆
康軒,3,1,1,忌
康軒,3,1,1,妒
康軒,3,1,1,訣
康軒,3,1,1,似
康軒,3,1,1,練
康軒,3,1,1,習
康軒,3,1,2,名
康軒,3,1,2,窗
康軒,3,1,2,戶
康軒,3,1,2,板
康軒,3,1,2,答
康軒,3,1,2,案
康軒,3,1,2,專
康軒,3,1,2,穫
康軒,3,1,2,已
康軒,3,1,2,傘
康軒,3,1,2,喊
康軒,3,1,2,章
康軒,3,1,2,詞
康軒,3,1,2,語
康軒,3,1,2,歪
康軒,3,1,2,霧
康軒,3,1,2,晃
康軒,3,1,2,亂
康軒,3,1,3,繞
康軒,3,1,3,由
康軒,3,1,3,迷
康軒,3,1,3,失
康軒,3,1,3,岸
康軒,3,1,3,撞
康軒,3,1,3,扶
康軒,3,1,3,急
康軒,3,1,3,店
康軒,3,1,3,機
康軒,3,1,3,料
康軒,3,1,3,實
康軒,3,1,3,留
康軒,3,1,3,觀
康軒,3,1,3,暴
康軒,3,1,3,闆
康軒,3,1,3,葡
康軒,3,1,3,萄
康軒,3,1,4,露
康軒,3,1,4,懷
康軒,3,1,4,居
康軒,3,1,4,準
康軒,3,1,4,射
康軒,3,1,4,刺
康軒,3,1,4,痛
康軒,3,1,4,使
康軒,3,1,4,毒
康軒,3,1,4,欺
康軒,3,1,4,負
康軒,3,1,4,感
康軒,3,1,4,遇
康軒,3,1,4,危
康軒,3,1,4,丑
康軒,3,1,4,葵
康軒,3,1,4,擺
康軒,3,1,4,觸
康軒,3,1,5,朝
康軒,3,1,5,努
康軒,3,1,5,總
康軒,3,1,5,段
康軒,3,1,5,利
康軒,3,1,5,害
康軒,3,1,5,整
康軒,3,1,5,該
康軒,3,1,5,紙
康軒,3,1,5,李
康軒,3,1,5,貴
康軒,3,1,5,必
康軒,3,1,5,通
康軒,3,1,5,場
康軒,3,1,5,絲
康軒,3,1,5,導
康軒,3,1,5,綁
康軒,3,1,5,鬆
康軒,3,1,6,女
康軒,3,1,6,非
康軒,3,1,6,關
康軒,3,1,6,澡
康軒,3,1,6,怕
康軒,3,1,6,應
康軒,3,1,6,平
康軒,3,1,6,毛
康軒,3,1,6,肚
康軒,3,1,6,蓋
康軒,3,1,6,摸
康軒,3,1,6,柔
康軒,3,1,6,揉
康軒,3,1,6,副
康軒,3,1,6,喵
康軒,3,1,6,茸
康軒,3,1,6,黏
康軒,3,1,6,膠
康軒,3,1,7,統
康軒,3,1,7,商
康軒,3,1,7,阿
康軒,3,1,7,婆
康軒,3,1,7,鐵
康軒,3,1,7,硬
康軒,3,1,7,愈
康軒,3,1,7,嚼
康軒,3,1,7,蒼
康軒,3,1,7,坡
康軒,3,1,7,憶
康軒,3,1,7,夕
康軒,3,1,7,盪
康軒,3,1,7,網
康軒,3,1,8,育
康軒,3,1,8,史
康軒,3,1,8,型
康軒,3,1,8,功
康軒,3,1,8,敗
康軒,3,1,8,守
康軒,3,1,8,護
康軒,3,1,8,勇
康軒,3,1,8,兵
康軒,3,1,8,土
康軒,3,1,8,附
康軒,3,1,8,瞭
康軒,3,1,8,頂
康軒,3,1,8,標
康軒,3,1,8,博
康軒,3,1,8,荷
康軒,3,1,8,蘭
康軒,3,1,8,鄭
康軒,3,1,8,駐
康軒,3,1,8,炮
康軒,3,1,9,溼
康軒,3,1,9,族
康軒,3,1,9,別
康軒,3,1,9,捕
康軒,3,1,9,式
康軒,3,1,9,造
康軒,3,1,9,層
康軒,3,1,9,竹
康軒,3,1,9,植
康軒,3,1,9,或
康軒,3,1,9,釣
康軒,3,1,9,智
康軒,3,1,9,慧
康軒,3,1,9,態
康軒,3,1,9,鞍
康軒,3,1,9,蓮
康軒,3,1,9,蝦
康軒,3,1,10,狐
康軒,3,1,10,里
康軒,3,1,10,兄
康軒,3,1,10,密
康軒,3,1,10,入
康軒,3,1,10,呀
康軒,3,1,10,踢
康軒,3,1,10,棄
康軒,3,1,10,酸
康軒,3,1,10,鴉
康軒,3,1,10,肉
康軒,3,1,10,塊
康軒,3,1,10,計
康軒,3,1,10,壯
康軒,3,1,10,狸
康軒,3,1,10,萬
康軒,3,1,11,悅
康軒,3,1,11,拜
康軒,3,1,11,訪
康軒,3,1,11,免
康軒,3,1,11,離
康軒,3,1,11,漫
康軒,3,1,11,盼
康軒,3,1,11,枯
康軒,3,1,11,鑽
康軒,3,1,11,恍
康軒,3,1,11,悟
康軒,3,1,11,拆
康軒,3,1,11,盛
康軒,3,1,11,隨
康軒,3,1,11,築
康軒,3,1,11,顯
康軒,3,1,11,極
康軒,3,1,12,障
康軒,3,1,12,漠
康軒,3,1,12,綿
康軒,3,1,12,央
康軒,3,1,12,男
康軒,3,1,12,複
康軒,3,1,12,疑
康軒,3,1,12,算
康軒,3,1,12,歲
康軒,3,1,12,帽
康軒,3,1,12,退
康軒,3,1,12,吞
康軒,3,1,12,蛇
康軒,3,1,12,訝
康軒,3,1,12,蟒
康軒,3,2,1,願
康軒,3,2,1,晨
康軒,3,2,1,苗
康軒,3,2,1,徐
康軒,3,2,1,嫩
康軒,3,2,1,築
康軒,3,2,1,巢
康軒,3,2,1,虔
康軒,3,2,1,誠
康軒,3,2,1,爛
康軒,3,2,1,杜
康軒,3,2,1,鮮
康軒,3,2,1,耀
康軒,3,2,1,翔
康軒,3,2,1,燦
康軒,3,2,1,鵑
康軒,3,2,1,豔
康軒,3,2,2,披
康軒,3,2,2,紗
康軒,3,2,2,順
康軒,3,2,2,垂
康軒,3,2,2,股
康軒,3,2,2,涼
康軒,3,2,2,覺
康軒,3,2,2,舒
康軒,3,2,2,味
康軒,3,2,2,軟
康軒,3,2,2,踩
康軒,3,2,2,陷
康軒,3,2,2,連
康軒,3,2,2,摺
康軒,3,2,2,撐
康軒,3,2,2,簷
康軒,3,2,2,溝
康軒,3,2,3,髮
康軒,3,2,3,鏡
康軒,3,2,3,架
康軒,3,2,3,拾
康軒,3,2,3,區
康軒,3,2,3,吵
康軒,3,2,3,麻
康軒,3,2,3,腦
康軒,3,2,3,電
康軒,3,2,3,展
康軒,3,2,3,術
康軒,3,2,3,助
康軒,3,2,3,製
康軒,3,2,3,椅
康軒,3,2,3,戴
康軒,3,2,3,雀
康軒,3,2,3,魔
康軒,3,2,3,號
康軒,3,2,4,匠
康軒,3,2,4,祖
康軒,3,2,4,宮
康軒,3,2,4,惱
康軒,3,2,4,便
康軒,3,2,4,解
康軒,3,2,4,斧
康軒,3,2,4,割
康軒,3,2,4,鋒
康軒,3,2,4,速
康軒,3,2,4,善
康軒,3,2,4,察
康軒,3,2,4,考
康軒,3,2,4,尺
康軒,3,2,4,魯
康軒,3,2,4,鈍
康軒,3,2,4,齒
康軒,3,2,4,鋸
康軒,3,2,5,市
康軒,3,2,5,倫
康軒,3,2,5,決
康軒,3,2,5,糾
康軒,3,2,5,紛
康軒,3,2,5,律
康軒,3,2,5,改
康軒,3,2,5,挖
康軒,3,2,5,設
康軒,3,2,5,議
康軒,3,2,5,員
康軒,3,2,5,付
康軒,3,2,5,費
康軒,3,2,5,建
康軒,3,2,5,敦
康軒,3,2,5,爾
康軒,3,2,5,擁
康軒,3,2,5,擠
康軒,3,2,6,慶
康軒,3,2,6,描
康軒,3,2,6,目
康軒,3,2,6,程
康軒,3,2,6,結
康軒,3,2,6,資
康軒,3,2,6,影
康軒,3,2,6,周
康軒,3,2,6,例
康軒,3,2,6,產
康軒,3,2,6,券
康軒,3,2,6,包
康軒,3,2,6,類
康軒,3,2,6,技
康軒,3,2,6,碼
康軒,3,2,6,票
康軒,3,2,6,省
康軒,3,2,6,優
康軒,3,2,7,桐
康軒,3,2,7,初
康軒,3,2,7,夏
康軒,3,2,7,腰
康軒,3,2,7,取
康軒,3,2,7,抬
康軒,3,2,7,梢
康軒,3,2,7,禮
康軒,3,2,7,肩
康軒,3,2,7,掌
康軒,3,2,7,瓣
康軒,3,2,7,鋪
康軒,3,2,7,童
康軒,3,2,7,染
康軒,3,2,7,覆
康軒,3,2,7,椏
康軒,3,2,7,簇
康軒,3,2,7,蕊
康軒,3,2,8,野
康軒,3,2,8,柳
康軒,3,2,8,質
康軒,3,2,8,岬
康軒,3,2,8,趴
康軒,3,2,8,仙
康軒,3,2,8,列
康軒,3,2,8,潤
康軒,3,2,8,岩
康軒,3,2,8,菇
康軒,3,2,8,豆
康軒,3,2,8,雕
康軒,3,2,8,塑
康軒,3,2,8,鬼
康軒,3,2,8,龜
康軒,3,2,8,燭
康軒,3,2,8,濺
康軒,3,2,8,腐
康軒,3,2,9,灣
康軒,3,2,9,冰
康軒,3,2,9,爬
康軒,3,2,9,陸
康軒,3,2,9,肺
康軒,3,2,9,膚
康軒,3,2,9,黏
康軒,3,2,9,液
康軒,3,2,9,保
康軒,3,2,9,持
康軒,3,2,9,敵
康軒,3,2,9,縫
康軒,3,2,9,伐
康軒,3,2,9,球
康軒,3,2,9,椒
康軒,3,2,9,鰓
康軒,3,2,9,隙
康軒,3,2,9,卵
康軒,3,2,10,漁
康軒,3,2,10,夫
康軒,3,2,10,婦
康軒,3,2,10,拖
康軒,3,2,10,求
康軒,3,2,10,恩
康軒,3,2,10,報
康軒,3,2,10,盆
康軒,3,2,10,值
康軒,3,2,10,寬
康軒,3,2,10,暴
康軒,3,2,10,聊
康軒,3,2,10,隆
康軒,3,2,10,破
康軒,3,2,10,藻
康軒,3,2,10,濤
康軒,3,2,10,僕
康軒,3,2,10,轟
康軒,3,2,11,鹿
康軒,3,2,11,幕
康軒,3,2,11,虎
康軒,3,2,11,布
康軒,3,2,11,夠
